return_id,order_id,product_id,return_date,reason,refund_amount
R01951,O015692,P0425,2026-04-05,Changed mind,89.36
R01952,O019699,P0459,2025-06-03,Changed mind,238.87
R01953,O005370,P0313,2024-11-06,Not as described,175.3
R01954,O004319,P0275,2025-01-26,Changed mind,123.72
R01955,O014036,P0114,2024-10-05,Not as described,149.88
R01956,O008197,P0233,2025-09-30,Wrong size,149.36
R01957,O015810,P0414,2025-02-10,Wrong size,12.25
R01958,O011210,P0395,2025-09-10,Changed mind,82.18
R01959,O011997,P0390,2024-10-29,Wrong size,23.3
R01960,O012424,P0489,2025-02-13,Wrong size,21.84
R01961,O006429,P0023,2024-10-09,Changed mind,125.53
R01962,O011793,P0365,2024-08-11,Damaged,42.66
R01963,O007225,P0429,2025-06-19,Changed mind,21.47
R01964,O002888,P0353,2026-01-19,Changed mind,19.08
R01965,O016430,P0430,2026-04-07,Late delivery,70.54
R01966,O008782,P0172,2025-12-08,Damaged,12.25
R01967,O008003,P0446,2024-08-19,Not as described,27.85
R01968,O006662,P0238,2025-10-11,Damaged,115.01
R01969,O009872,P0100,2024-11-14,Changed mind,127.91
R01970,O000440,P0032,2025-11-25,Wrong size,66.98
R01971,O016296,P0001,2025-07-15,Damaged,66.3
R01972,O016772,P0431,2026-03-28,Not as described,16.43
R01973,O008947,P0234,2026-05-26,Changed mind,28.39
R01974,O018859,P0032,2024-12-08,Late delivery,24.59
R01975,O011394,P0090,2024-08-25,Changed mind,90.06
R01976,O005050,P0473,2026-01-15,Damaged,41.3
R01977,O011243,P0360,2025-01-23,Late delivery,35.38
R01978,O015651,P0487,2025-01-17,Damaged,82.49
R01979,O011447,P0367,2025-06-27,Not as described,89.81
R01980,O014775,P0270,2026-06-16,Changed mind,68.58
R01981,O004582,P0451,2024-12-22,Wrong size,49.78
R01982,O010159,P0399,2025-08-18,Late delivery,149.95
R01983,O017030,P0189,2024-09-28,Wrong size,72.17
R01984,O015564,P0131,2026-02-12,Changed mind,33.43
R01985,O003404,P0135,2026-04-24,Not as described,50.51
R01986,O003297,P0156,2025-07-30,Changed mind,96.66
R01987,O018495,P0221,2024-11-24,Changed mind,60.38
R01988,O011749,P0330,2026-07-15,Damaged,78.9
R01989,O005172,P0463,2025-06-09,Not as described,165.35
R01990,O004979,P0231,2026-05-22,Changed mind,48.79
R01991,O013504,P0036,2026-05-06,Changed mind,106.83
R01992,O012360,P0057,2024-09-23,Wrong size,49.29
R01993,O016086,P0479,2026-04-16,Late delivery,174.71
R01994,O004411,P0247,2025-08-16,Changed mind,35.29
R01995,O010371,P0496,2024-09-25,Changed mind,31.26
R01996,O009897,P0021,2024-08-15,Not as described,13.42
R01997,O011053,P0197,2025-01-21,Not as described,142.87
R01998,O011606,P0235,2026-02-24,Damaged,31.29
R01999,O012886,P0208,2024-12-15,Damaged,35.0
