customer_id,signup_date,region,age_group,acquisition_channel,loyalty_tier
C00546,2025-05-09,East,45-54,Paid Search,Silver
C00547,2025-09-04,West,55+,Paid Search,Silver
C00548,2025-07-12,Central,25-34,Social,Platinum
C00549,2025-11-09,South,45-54,Organic,Bronze
C00550,2026-02-06,Central,55+,Paid Search,Bronze
C00551,2025-04-13,North,35-44,Organic,Gold
C00552,2026-02-24,West,35-44,Organic,Bronze
C00553,2025-02-17,West,25-34,Email,Bronze
C00554,2026-06-18,East,35-44,Organic,Bronze
C00555,2025-07-03,East,55+,Social,Bronze
C00556,2025-12-19,East,45-54,Social,Bronze
C00557,2026-03-30,North,25-34,Organic,Silver
C00558,2026-01-29,North,35-44,Referral,Bronze
C00559,2026-03-13,South,45-54,Referral,Silver
C00560,2025-07-27,East,18-24,Email,Bronze
C00561,2024-08-01,East,45-54,Email,Gold
C00562,2025-06-25,South,25-34,Paid Search,Silver
C00563,2024-11-10,Central,25-34,Referral,Gold
C00564,2026-04-10,South,35-44,Email,Bronze
C00565,2024-12-20,East,35-44,Social,Bronze
C00566,2024-12-14,South,55+,Email,Silver
C00567,2024-12-29,North,25-34,Referral,Silver
C00568,2025-10-12,West,25-34,Email,Bronze
C00569,2025-08-21,East,25-34,Organic,Silver
C00570,2026-05-23,North,55+,Paid Search,Silver
C00571,2025-04-30,Central,55+,Organic,Bronze
C00572,2025-01-22,West,35-44,Paid Search,Silver
C00573,2024-08-05,West,45-54,Referral,Bronze
C00574,2024-07-06,West,55+,Organic,Bronze
C00575,2025-03-30,Central,55+,Referral,Gold
C00576,2026-05-06,South,45-54,Paid Search,Bronze
C00577,2025-07-17,East,35-44,Social,Silver
C00578,2026-04-13,East,55+,Social,Silver
C00579,2024-09-13,South,25-34,Organic,Platinum
C00580,2024-09-07,North,25-34,Organic,Bronze
C00581,2026-02-28,North,45-54,Paid Search,Bronze
C00582,2024-09-16,West,18-24,Organic,Bronze
C00583,2024-08-07,West,35-44,Email,Silver
C00584,2025-04-21,West,55+,Social,Bronze
C00585,2026-05-06,South,18-24,Referral,Silver
C00586,2025-11-15,North,55+,Referral,Bronze
C00587,2024-09-11,East,35-44,Paid Search,Bronze
C00588,2026-03-03,East,55+,Referral,Gold
C00589,2026-03-07,Central,45-54,Organic,Silver
C00590,2026-02-04,West,18-24,Social,Bronze
C00591,2026-04-20,Central,45-54,Email,Silver
C00592,2024-12-22,West,18-24,Social,Bronze
C00593,2026-06-15,Central,25-34,Email,Silver
C00594,2025-02-19,East,55+,Referral,Bronze
C00595,2026-02-05,North,55+,Social,Bronze
C00596,2025-08-27,North,18-24,Paid Search,Bronze
C00597,2026-01-20,South,25-34,Social,Bronze
C00598,2025-10-01,South,18-24,Referral,Silver
C00599,2025-10-12,North,25-34,Referral,Bronze
C00600,2025-09-23,Central,55+,Referral,Bronze
C00601,2026-01-19,North,18-24,Paid Search,Bronze
C00602,2025-12-21,Central,45-54,Paid Search,Bronze
C00603,2024-10-07,West,55+,Social,Silver
C00604,2026-02-23,West,55+,Social,Bronze
C00605,2025-07-26,West,25-34,Email,Silver
C00606,2025-02-21,South,45-54,Referral,Gold
C00607,2025-07-10,West,35-44,Social,Bronze
C00608,2026-06-05,North,18-24,Paid Search,Silver
C00609,2026-03-18,Central,25-34,Referral,Bronze
C00610,2026-02-28,South,45-54,Social,Bronze
C00611,2025-06-03,South,45-54,Email,Bronze
C00612,2026-01-23,West,35-44,Organic,Bronze
C00613,2025-04-07,West,45-54,Social,Bronze
C00614,2025-11-13,East,45-54,Social,Bronze
C00615,2025-10-10,West,25-34,Organic,Gold
C00616,2024-12-30,North,25-34,Paid Search,Bronze
C00617,2025-01-11,West,55+,Email,Gold
C00618,2024-08-14,South,55+,Organic,Bronze
C00619,2024-10-10,South,18-24,Organic,Silver
C00620,2025-05-13,North,45-54,Organic,Bronze
C00621,2025-06-14,South,18-24,Organic,Bronze
C00622,2024-10-29,South,55+,Social,Bronze
C00623,2025-04-30,East,35-44,Social,Gold
C00624,2025-09-14,North,45-54,Email,Gold
C00625,2024-12-17,North,45-54,Social,Bronze
C00626,2025-03-04,East,45-54,Social,Silver
C00627,2025-03-25,North,25-34,Referral,Silver
C00628,2025-07-04,West,55+,Paid Search,Silver
C00629,2025-03-25,Central,35-44,Email,Bronze
C00630,2025-12-20,East,35-44,Organic,Silver
C00631,2025-02-24,Central,25-34,Referral,Silver
C00632,2025-05-13,North,,Paid Search,Bronze
C00633,2025-04-03,North,35-44,Paid Search,Bronze
C00634,2024-11-11,West,25-34,Organic,Bronze
C00635,2025-11-12,West,,Social,Gold
C00636,2024-12-19,West,25-34,Paid Search,Bronze
C00637,2025-02-02,North,55+,Referral,Bronze
C00638,2026-01-29,West,45-54,Organic,Bronze
C00639,2026-05-23,South,35-44,Social,Silver
C00640,2025-11-02,South,45-54,Referral,Silver
C00641,2026-04-30,North,45-54,Referral,Bronze
C00642,2026-03-15,Central,45-54,Email,Bronze
C00643,2025-06-16,North,35-44,Social,Silver
C00644,2026-01-13,West,55+,Referral,Bronze
C00645,2025-02-25,West,25-34,Paid Search,Bronze
C00646,2025-06-01,West,35-44,Referral,Gold
C00647,2025-07-26,West,25-34,Social,Bronze
C00648,2026-06-01,West,35-44,Paid Search,Bronze
C00649,2026-03-11,North,55+,Paid Search,Bronze
C00650,2025-06-22,North,45-54,Social,Silver
C00651,2025-10-19,East,25-34,Organic,Silver
C00652,2024-11-25,South,55+,Email,Bronze
C00653,2026-02-07,North,45-54,Paid Search,Silver
C00654,2025-08-08,North,35-44,Paid Search,Gold
C00655,2025-07-24,South,18-24,Organic,Silver
C00656,2026-01-10,North,35-44,Social,Bronze
C00657,2025-10-05,North,55+,Paid Search,Bronze
C00658,2024-08-22,Central,35-44,Organic,Gold
C00659,2025-01-27,South,18-24,Referral,Bronze
C00660,2024-11-06,Central,18-24,Email,Bronze
C00661,2025-12-18,Central,55+,Paid Search,Bronze
C00662,2024-07-26,North,35-44,Organic,Silver
C00663,2024-11-25,West,45-54,Referral,Bronze
C00664,2025-09-09,East,25-34,Email,Bronze
C00665,2025-11-19,West,18-24,Social,Silver
C00666,2025-07-02,North,35-44,Email,Bronze
C00667,2026-03-20,North,45-54,Organic,Bronze
C00668,2026-05-01,North,25-34,Social,Bronze
C00669,2024-10-05,East,45-54,Organic,Bronze
C00670,2026-05-26,Central,35-44,Email,Platinum
C00671,2025-09-21,West,25-34,Referral,Bronze
C00672,2025-10-07,West,25-34,Social,Gold
C00673,2024-09-08,Central,25-34,Email,Bronze
C00674,2025-09-27,West,25-34,Email,Bronze
C00675,2025-12-12,North,45-54,Referral,Bronze
C00676,2025-08-28,West,25-34,Organic,Bronze
C00677,2024-08-31,South,45-54,Paid Search,Bronze
C00678,2025-07-17,North,25-34,Paid Search,Bronze
C00679,2026-05-14,East,25-34,Email,Gold
C00680,2025-12-10,Central,55+,Social,Bronze
C00681,2024-10-09,South,55+,Email,Gold
C00682,2026-05-31,East,35-44,Social,Bronze
C00683,2026-05-31,North,25-34,Referral,Bronze
C00684,2024-11-01,North,45-54,Email,Silver
C00685,2026-02-04,North,18-24,Organic,Bronze
C00686,2025-04-23,West,35-44,Referral,Bronze
C00687,2025-09-06,West,35-44,Referral,Bronze
C00688,2025-05-21,North,45-54,Organic,Bronze
C00689,2026-01-22,South,18-24,Paid Search,Silver
C00690,2026-06-27,North,18-24,Referral,Bronze
C00691,2026-01-31,North,25-34,Referral,Platinum
C00692,2026-05-10,East,18-24,Social,Bronze
C00693,2026-05-21,West,35-44,Social,Bronze
C00694,2024-09-04,West,55+,Organic,Bronze
C00695,2025-01-01,South,25-34,Social,Bronze
C00696,2025-12-09,East,35-44,Email,Gold
C00697,2025-09-04,North,25-34,Paid Search,Gold
C00698,2024-08-06,North,18-24,Paid Search,Bronze
C00699,2024-09-08,Central,45-54,Referral,Bronze
C00700,2025-07-15,West,25-34,Social,Silver
C00701,2025-09-23,Central,35-44,Paid Search,Bronze
C00702,2024-10-31,Central,45-54,Paid Search,Bronze
C00703,2024-11-02,West,55+,Social,Bronze
C00704,2024-10-03,Central,18-24,Paid Search,Bronze
C00705,2025-08-16,South,35-44,Social,Bronze
C00706,2024-07-06,North,55+,Referral,Bronze
C00707,2025-08-22,North,35-44,Email,Gold
C00708,2025-06-12,North,18-24,Paid Search,Bronze
C00709,2025-06-05,North,25-34,Social,Gold
C00710,2025-11-08,South,45-54,Social,Silver
C00711,2025-07-16,West,45-54,Email,Bronze
C00712,2025-12-13,West,25-34,Email,Bronze
C00713,2026-01-08,East,18-24,Social,Bronze
C00714,2026-05-02,North,25-34,Paid Search,Silver
C00715,2026-02-03,West,25-34,Email,Bronze
C00716,2025-07-13,South,45-54,Organic,Gold
C00717,2025-06-24,North,55+,Email,Silver
C00718,2024-12-19,South,18-24,Referral,Silver
C00719,2025-09-11,South,45-54,Email,Bronze
C00720,2024-10-10,South,45-54,Social,Silver
C00721,2026-05-10,West,45-54,Referral,Silver
C00722,2026-03-09,West,55+,Social,Silver
C00723,2024-09-26,West,18-24,Social,Bronze
C00724,2026-01-24,North,45-54,Referral,Silver
C00725,2024-09-24,West,18-24,Organic,Bronze
C00726,2025-12-08,West,55+,Email,Silver
C00727,2024-09-02,North,35-44,Email,Bronze
C00728,2025-06-21,West,18-24,Social,Bronze
C00729,2025-10-23,East,45-54,Organic,Silver
C00730,2025-12-14,East,45-54,Email,Bronze
C00731,2025-05-02,North,35-44,Paid Search,Silver
C00732,2026-05-03,East,25-34,Referral,Silver
C00733,2026-01-16,North,18-24,Email,Silver
C00734,2024-11-29,North,55+,Paid Search,Silver
C00735,2025-11-02,North,18-24,Social,Bronze
C00736,2025-12-15,Central,55+,Organic,Bronze
C00737,2025-03-01,South,35-44,Social,Silver
C00738,2025-12-21,South,45-54,Organic,Bronze
C00739,2026-04-16,South,45-54,Referral,Bronze
C00740,2026-02-16,Central,55+,Email,Bronze
C00741,2026-01-07,East,18-24,Paid Search,Bronze
C00742,2025-10-06,Central,55+,Referral,Platinum
C00743,2025-01-14,South,18-24,Organic,Bronze
C00744,2026-01-31,North,55+,Social,Bronze
C00745,2025-03-23,East,25-34,Organic,Gold
C00746,2025-07-23,South,55+,Organic,Gold
C00747,2025-02-15,West,18-24,Paid Search,Bronze
C00748,2025-02-14,West,35-44,Paid Search,Gold
C00749,2024-10-23,East,35-44,Email,Bronze
C00750,2026-06-01,Central,55+,Referral,Silver
C00751,2024-10-16,East,18-24,Email,Bronze
C00752,2024-09-01,South,18-24,Email,Bronze
C00753,2026-05-14,East,45-54,Social,Bronze
C00754,2025-08-09,North,18-24,Paid Search,Silver
C00755,2025-05-16,West,45-54,Paid Search,Bronze
C00756,2025-12-20,North,18-24,Referral,Bronze
C00757,2025-04-06,South,55+,Social,Silver
C00758,2024-10-02,East,35-44,Social,Bronze
C00759,2025-12-14,North,55+,Organic,Gold
C00760,2024-11-06,North,18-24,Social,Bronze
C00761,2025-08-08,West,25-34,Email,Bronze
C00762,2026-05-23,North,35-44,Social,Bronze
C00763,2026-05-14,East,18-24,Email,Bronze
C00764,2025-03-21,South,18-24,Referral,Bronze
C00765,2026-01-20,North,25-34,Organic,Bronze
C00766,2025-09-20,North,45-54,Referral,Silver
C00767,2025-06-15,West,45-54,Referral,Bronze
C00768,2024-10-11,Central,18-24,Social,Bronze
C00769,2025-04-01,North,18-24,Email,Silver
C00770,2025-10-19,Central,45-54,Organic,Bronze
C00771,2026-06-20,East,25-34,Paid Search,Silver
C00772,2024-07-04,West,,Organic,Gold
C00773,2025-12-06,West,25-34,Email,Bronze
C00774,2026-03-09,West,25-34,Referral,Silver
C00775,2026-05-25,West,25-34,Email,Gold
C00776,2025-05-05,East,25-34,Email,Bronze
C00777,2024-09-25,East,45-54,Organic,Platinum
C00778,2025-01-14,South,35-44,Referral,Bronze
C00779,2026-03-13,North,45-54,Organic,Silver
C00780,2026-04-02,West,18-24,Social,Bronze
C00781,2025-10-08,North,35-44,Email,Bronze
C00782,2024-09-28,South,35-44,Referral,Platinum
C00783,2024-09-27,North,55+,Referral,Bronze
C00784,2025-06-14,North,35-44,Social,Platinum
C00785,2025-09-02,West,18-24,Social,Silver
C00786,2024-07-24,East,45-54,Social,Gold
C00787,2025-11-13,East,18-24,Social,Gold
C00788,2025-08-01,North,55+,Email,Silver
C00789,2024-07-09,East,25-34,Email,Platinum
C00790,2024-09-08,South,45-54,Social,Silver
C00791,2025-05-28,West,45-54,Social,Bronze
C00792,2025-12-09,East,35-44,Organic,Silver
C00793,2026-02-22,East,35-44,Organic,Bronze
C00794,2025-05-11,East,18-24,Social,Bronze
C00795,2025-02-01,Central,18-24,Paid Search,Bronze
C00796,2026-06-06,West,45-54,Email,Bronze
C00797,2025-05-31,East,55+,Referral,Bronze
C00798,2025-02-15,East,,Email,Bronze
C00799,2025-05-19,North,25-34,Referral,Silver
C00800,2024-07-09,Central,25-34,Social,Silver
C00801,2025-02-06,South,25-34,Referral,Gold
C00802,2025-07-11,South,45-54,Referral,Gold
C00803,2026-05-01,Central,45-54,Organic,Gold
C00804,2025-12-21,West,45-54,Email,Silver
C00805,2026-01-21,North,55+,Social,Bronze
C00806,2025-08-02,North,25-34,Referral,Gold
C00807,2024-09-19,North,45-54,Social,Bronze
C00808,2025-04-11,East,35-44,Organic,Bronze
C00809,2026-06-27,North,55+,Paid Search,Bronze
C00810,2024-08-02,Central,25-34,Organic,Silver
C00811,2026-04-02,Central,18-24,Paid Search,Silver
C00812,2025-11-11,East,25-34,Organic,Bronze
C00813,2025-01-23,East,45-54,Email,Silver
C00814,2026-01-19,South,55+,Social,Bronze
C00815,2026-03-03,North,55+,Email,Bronze
C00816,2024-08-01,West,18-24,Referral,Bronze
C00817,2024-09-16,North,35-44,Email,Bronze
C00818,2025-10-29,North,18-24,Social,Silver
C00819,2026-06-29,South,25-34,Paid Search,Bronze
C00820,2024-07-18,North,55+,Email,Bronze
C00821,2025-10-29,East,55+,Social,Bronze
C00822,2024-10-08,West,18-24,Email,Silver
C00823,2025-10-17,West,18-24,Organic,Platinum
C00824,2025-09-28,East,45-54,Organic,Silver
C00825,2024-09-04,West,35-44,Organic,Silver
C00826,2025-11-09,South,35-44,Email,Gold
C00827,2026-04-15,West,55+,Social,Bronze
C00828,2026-03-22,East,55+,Paid Search,Bronze
C00829,2024-07-22,North,55+,Paid Search,Bronze
C00830,2024-12-27,Central,45-54,Email,Bronze
C00831,2024-12-23,South,55+,Referral,Bronze
C00832,2025-05-27,North,45-54,Referral,Bronze
C00833,2024-10-13,South,55+,Social,Bronze
C00834,2026-03-15,South,35-44,Email,Bronze
C00835,2026-01-18,South,18-24,Organic,Bronze
C00836,2026-02-10,East,55+,Referral,Bronze
C00837,2024-11-22,Central,55+,Organic,Gold
C00838,2024-07-11,South,25-34,Paid Search,Silver
C00839,2026-04-25,East,35-44,Email,Bronze
C00840,2025-01-27,South,35-44,Referral,Bronze
C00841,2025-10-22,West,45-54,Organic,Bronze
C00842,2026-04-24,North,45-54,Email,Bronze
C00843,2024-07-27,North,25-34,Organic,Bronze
C00844,2024-07-04,East,55+,Organic,Bronze
C00845,2024-07-04,West,55+,Social,Gold
C00846,2024-10-22,West,55+,Social,Silver
C00847,2024-08-07,East,35-44,Paid Search,Silver
C00848,2026-02-18,West,18-24,Referral,Silver
C00849,2025-09-15,South,55+,Email,Silver
C00850,2026-06-15,North,18-24,Social,Silver
C00851,2026-02-05,North,,Social,Gold
C00852,2026-06-03,North,25-34,Social,Silver
C00853,2024-12-21,South,18-24,Organic,Silver
C00854,2025-01-26,East,45-54,Email,Silver
C00855,2026-03-12,South,35-44,Email,Silver
C00856,2024-12-26,East,25-34,Social,Bronze
C00857,2024-08-11,East,18-24,Social,Bronze
C00858,2025-10-31,West,25-34,Referral,Bronze
C00859,2026-02-04,West,45-54,Email,Bronze
C00860,2026-06-06,South,45-54,Paid Search,Bronze
C00861,2026-05-08,South,25-34,Organic,Bronze
C00862,2024-09-26,East,18-24,Referral,Bronze
C00863,2026-01-14,East,35-44,Email,Gold
C00864,2026-03-09,South,45-54,Email,Bronze
C00865,2025-11-21,South,18-24,Paid Search,Bronze
C00866,2026-02-18,West,45-54,Organic,Bronze
C00867,2026-03-03,West,18-24,Social,Bronze
C00868,2025-05-22,North,25-34,Email,Silver
C00869,2024-07-30,East,45-54,Paid Search,Silver
C00870,2025-05-29,Central,18-24,Social,Bronze
C00871,2024-11-25,North,25-34,Referral,Bronze
C00872,2024-09-21,West,18-24,Paid Search,Bronze
C00873,2024-09-30,North,25-34,Paid Search,Silver
C00874,2025-11-21,East,45-54,Paid Search,Gold
C00875,2025-07-03,East,25-34,Referral,Gold
C00876,2025-07-29,North,18-24,Social,Bronze
C00877,2025-12-26,Central,25-34,Referral,Silver
C00878,2025-08-04,East,18-24,Referral,Silver
C00879,2025-10-03,Central,45-54,Social,Gold
C00880,2024-09-01,South,55+,Organic,Bronze
C00881,2026-03-13,West,18-24,Paid Search,Bronze
C00882,2025-05-24,Central,45-54,Social,Bronze
C00883,2024-10-22,East,25-34,Paid Search,Bronze
C00884,2026-02-13,North,18-24,Organic,Silver
C00885,2025-12-18,West,45-54,Referral,Bronze
C00886,2024-08-08,East,25-34,Paid Search,Bronze
C00887,2024-11-18,Central,35-44,Email,Gold
C00888,2024-07-12,East,35-44,Referral,Bronze
C00889,2025-01-14,South,35-44,Social,Platinum
C00890,2024-09-11,North,18-24,Email,Silver
C00891,2025-11-30,West,25-34,Organic,Gold
C00892,2025-07-16,Central,45-54,Email,Silver
C00893,2026-06-15,North,55+,Referral,Bronze
C00894,2025-12-29,West,18-24,Referral,Bronze
C00895,2025-09-19,Central,35-44,Organic,Gold
C00896,2025-07-07,North,55+,Paid Search,Bronze
C00897,2024-08-09,North,25-34,Organic,Bronze
C00898,2024-08-21,West,35-44,Referral,Silver
C00899,2025-09-23,West,55+,Paid Search,Bronze
C00900,2024-07-04,North,55+,Social,Bronze
C00901,2024-07-31,West,45-54,Social,Bronze
C00902,2024-12-07,East,45-54,Email,Bronze
C00903,2026-04-06,Central,45-54,Referral,Silver
C00904,2025-05-31,West,25-34,Paid Search,Bronze
C00905,2025-11-30,West,55+,Email,Bronze
C00906,2025-04-27,East,18-24,Paid Search,Bronze
C00907,2024-11-04,South,18-24,Organic,Silver
C00908,2025-03-28,East,45-54,Organic,Bronze
C00909,2024-09-05,North,55+,Paid Search,Bronze
C00910,2026-01-13,West,55+,Social,Silver
C00911,2024-11-11,North,45-54,Email,Bronze
C00912,2025-04-01,East,25-34,Referral,Silver
C00913,2026-06-15,North,25-34,Social,Bronze
C00914,2025-09-05,South,35-44,Social,Bronze
C00915,2025-05-31,South,25-34,Organic,Bronze
C00916,2025-07-31,East,35-44,Referral,Gold
C00917,2026-01-23,West,18-24,Paid Search,Bronze
C00918,2025-01-02,North,25-34,Email,Bronze
C00919,2025-10-07,West,55+,Email,Bronze
C00920,2026-03-29,West,45-54,Referral,Bronze
C00921,2025-08-22,South,18-24,Referral,Silver
C00922,2025-05-22,West,25-34,Email,Platinum
C00923,2024-10-14,South,25-34,Email,Bronze
C00924,2024-12-29,North,25-34,Organic,Bronze
C00925,2026-05-21,East,45-54,Organic,Bronze
C00926,2025-07-30,North,55+,Social,Platinum
C00927,2025-02-05,West,45-54,Email,Bronze
C00928,2025-05-01,Central,35-44,Email,Bronze
C00929,2025-08-26,West,18-24,Paid Search,Gold
C00930,2025-07-27,East,18-24,Social,Gold
C00931,2025-11-23,East,55+,Referral,Bronze
C00932,2025-01-04,Central,45-54,Organic,Bronze
C00933,2025-10-17,South,35-44,Paid Search,Silver
C00934,2025-05-19,North,35-44,Referral,Silver
C00935,2026-05-17,East,55+,Organic,Bronze
C00936,2024-10-24,South,55+,Paid Search,Bronze
C00937,2024-10-17,South,,Social,Bronze
C00938,2025-06-02,North,25-34,Email,Bronze
C00939,2025-07-06,East,18-24,Paid Search,Bronze
C00940,2025-11-16,South,25-34,Email,Silver
C00941,2025-04-21,North,45-54,Paid Search,Bronze
C00942,2026-04-28,North,25-34,Paid Search,Bronze
C00943,2025-06-11,South,18-24,Social,Gold
C00944,2024-10-03,West,35-44,Organic,Bronze
C00945,2024-09-25,South,35-44,Email,Bronze
C00946,2026-06-10,West,45-54,Email,Gold
C00947,2024-10-06,West,18-24,Referral,Bronze
C00948,2026-05-22,South,25-34,Paid Search,Gold
C00949,2025-01-19,West,45-54,Paid Search,Bronze
C00950,2024-09-07,West,45-54,Referral,Bronze
C00951,2025-02-08,East,55+,Organic,Silver
C00952,2025-09-22,North,55+,Social,Bronze
C00953,2025-05-08,North,55+,Social,Bronze
C00954,2026-01-24,Central,35-44,Social,Bronze
C00955,2025-09-19,West,55+,Social,Silver
C00956,2025-04-19,Central,35-44,Email,Bronze
C00957,2025-10-06,Central,55+,Organic,Silver
C00958,2026-06-09,North,25-34,Referral,Silver
C00959,2025-04-27,West,35-44,Referral,Bronze
C00960,2024-10-20,East,45-54,Organic,Bronze
C00961,2025-04-25,West,25-34,Referral,Bronze
C00962,2026-03-05,North,18-24,Paid Search,Silver
C00963,2024-12-06,South,55+,Organic,Bronze
C00964,2026-05-23,West,35-44,Paid Search,Silver
C00965,2025-09-02,West,55+,Email,Bronze
C00966,2025-09-12,East,25-34,Referral,Bronze
C00967,2025-02-17,South,55+,Email,Silver
C00968,2026-05-03,South,45-54,Referral,Bronze
C00969,2024-07-27,Central,45-54,Paid Search,Bronze
C00970,2025-02-03,East,45-54,Referral,Silver
C00971,2025-05-02,East,25-34,Email,Silver
C00972,2025-06-13,East,55+,Organic,Bronze
C00973,2025-06-11,South,55+,Organic,Bronze
C00974,2024-10-16,East,45-54,Paid Search,Bronze
C00975,2024-12-12,East,55+,Organic,Silver
C00976,2024-09-08,West,55+,Paid Search,Bronze
C00977,2025-08-22,Central,45-54,Referral,Silver
C00978,2025-03-13,Central,35-44,Paid Search,Silver
C00979,2025-08-17,East,55+,Email,Gold
C00980,2025-09-03,East,18-24,Referral,Bronze
C00981,2025-11-24,West,35-44,Paid Search,Bronze
C00982,2025-08-03,West,55+,Email,Bronze
C00983,2025-10-16,East,55+,Social,Bronze
C00984,2025-09-02,West,25-34,Paid Search,Bronze
C00985,2025-10-19,West,18-24,Referral,Gold
C00986,2025-09-23,West,25-34,Email,Bronze
C00987,2025-02-16,West,55+,Social,Bronze
C00988,2024-12-27,North,35-44,Referral,Bronze
C00989,2026-01-26,East,18-24,Referral,Platinum
C00990,2025-03-07,East,18-24,Email,Bronze
C00991,2025-08-05,North,25-34,Referral,Silver
C00992,2024-11-21,West,25-34,Paid Search,Silver
C00993,2025-05-11,East,18-24,Paid Search,Bronze
C00994,2025-07-22,North,35-44,Paid Search,Silver
C00995,2025-09-30,West,35-44,Email,Bronze
C00996,2025-07-19,West,18-24,Referral,Bronze
C00997,2025-03-20,West,25-34,Email,Bronze
C00998,2026-06-02,South,45-54,Social,Bronze
C00999,2025-07-09,West,55+,Email,Silver
C01000,2026-02-10,South,55+,Organic,Silver
C01001,2025-12-20,East,35-44,Paid Search,Bronze
C01002,2025-08-12,North,18-24,Email,Silver
C01003,2026-04-08,West,55+,Organic,Bronze
C01004,2024-10-02,West,55+,Referral,Bronze
C01005,2026-05-03,East,25-34,Organic,Silver
C01006,2026-03-12,East,35-44,Email,Bronze
C01007,2025-07-03,West,18-24,Email,Silver
C01008,2025-12-17,West,55+,Referral,Bronze
C01009,2025-07-15,South,45-54,Email,Silver
